solution|storagebackend|compparam|threadcount|runner|engine|format|indexon|idx|query|status|run1timeNS|run2timeNS|run3timeNS|run3memKB|run1ioKB|run2ioKB|run3ioKB|ressizeKB
Pandas|memory|nyi|16|Python|pandas|||0|load a partition into memory|success|71881233003||||0|||175024307
Pandas|memory|nyi|16|Python|pandas|||-1|transform|success|6981314272||||0|||175024307
Pandas|memory|nyi|16|Python|pandas|||-2|sort|success|273838871954||||0|||198470192
Pandas|memory|nyi|16|Python|pandas|||1|"quote[quote[""time""] < timedelta(hours=8)]"|success|3529258059|3520226767|3516398651||0|0|0|4561450
Pandas|memory|nyi|16|Python|pandas|||2|"trade.query(""seq == 0"")"|success|329510143|328080622|328066421||0|0|0|148
Pandas|memory|nyi|16|Python|pandas|||3|"trade[(trade[""seq""] > 0) & (trade[""price""] > 0) & trade[""time""].between(timedelta(), timedelta(days=1)) & (trade[""size""] < 2147483647)]"|success|359367043|358966197|357995861||0|0|0|8504621
Pandas|memory|nyi|16|Python|pandas|||4|"trade[trade[""time""].between(timedelta(hours=10), timedelta(hours=10, seconds=10))]"|success|251031748|251077387|251591755||0|0|0|8260
Pandas|memory|nyi|16|Python|pandas|||5|"quote[(quote[""sym""] == infreqInstr) &(quote[""time""] >= timedelta(hours=8, minutes=30)) &(quote[""time""] <= timedelta(hours=16, minutes=30))]"|success|6141532706|6141439545|6147514016||0|0|0|537
Pandas|memory|nyi|16|Python|pandas|||6|"quote[(quote[""sym""] == freqInstr) &(quote[""time""] >= timedelta(hours=8, minutes=30)) &(quote[""time""] <= timedelta(hours=16, minutes=30))]"|success|11203540300|11201520617|11200840068||0|0|0|3798999
Pandas|memory|nyi|16|Python|pandas|||7|"quote[(quote[""sym""].isin(fiftyInstrs)) & (quote[""time""] >= timedelta(hours=8, minutes=30)) & (quote[""time""] <= timedelta(hours=8, minutes=35))]"|success|35602983345|35695743749|35648480411||0|0|0|478
Pandas|memory|nyi|16|Python|pandas|||8|"quote[(quote[""sym""].isin(thousandInfreqInstrs)) & (quote[""time""] >= timedelta(hours=8, minutes=30)) & (quote[""time""] <= timedelta(hours=8, minutes=35))]"|success|24369442344|24361712075|24364005653||0|0|0|581
Pandas|memory|nyi|16|Python|pandas|||9|"trade.query(""source == 'N'"")[[""sym"", ""time"", ""price"", ""size"", ""stop"", ""cond"", ""ex""]]"|success|2312381723|2308617029|2309631843||0|0|0|1796680
Pandas|memory|nyi|16|Python|pandas|||10|"quote.query(""sym == @infreqInstr"").eval(""mid=(bid + ask) / 2"")[[""time"", ""mid""]]"|success|7911973641|7909743803|7906281470||0|0|0|48
Pandas|memory|nyi|16|Python|pandas|||11|"quote.query(""sym == @freqInstr"").eval(""mid=(bid + ask) / 2"")[[""time"", ""mid""]]"|success|15460060741|15492277443|15474212646||0|0|0|1209067
Pandas|memory|nyi|16|Python|pandas|||12|"quote.query(""sym == @infreqInstr"").eval(""mid=(bid + ask) / 2"")[quote.columns.to_list() + [""mid""]][[""time"", ""mid""]]"|success|7905207007|7906388761|7907740042||0|0|0|48
Pandas|memory|nyi|16|Python|pandas|||13|"quote.query(""sym == @freqInstr"").eval(""mid=(bid + ask) / 2"")[quote.columns.to_list() + [""mid""]][[""time"", ""mid""]]"|success|15470773352|15411187850|15465604685||0|0|0|1209067
Pandas|memory|nyi|16|Python|pandas|||14|"quote.query(""sym == @infreqInstr"").eval(""mid=(bid + ask) / 2"")[[""time"", ""mid""]].sort_values(""mid"", ascending=False, kind='stable')"|success|7946665878|7932648586|7938826457||0|0|0|48
Pandas|memory|nyi|16|Python|pandas|||15|"quote.query(""sym == @freqInstr"").eval(""mid=(bid + ask) / 2"")[[""time"", ""mid""]].sort_values(""mid"", ascending=False, kind='stable')"|success|18162201949|18105180691|18164155058||0|0|0|1209067
Pandas|memory|nyi|16|Python|pandas|||16|"quote.query(""sym == @infreqInstr"")[[""sym"", ""time"", ""bid"", ""ask"", ""bsize"", ""asize"", ""cond"", ""ex""]]"|success|7886622565|7899854021|7893394655||0|0|0|491
Pandas|memory|nyi|16|Python|pandas|||17|"quote.query(""sym == @freqInstr"")[[""sym"", ""time"", ""bid"", ""ask"", ""bsize"", ""asize"", ""cond"", ""ex""]]"|success|15269079242|15284647867|15247367577||0|0|0|2176726
Pandas|memory|nyi|16|Python|pandas|||18|"quote.query(""sym in @fiftyInstrs and (bsize + asize > 2000)"")[[""sym"", ""time"", ""bid"", ""ask"", ""bsize"", ""asize"", ""cond"", ""ex""]]"|success|36781112874|36731300386|36769257868||0|0|0|39307
Pandas|memory|nyi|16|Python|pandas|||19|"quote.query(""sym in @thousandInfreqInstrs and (bsize + asize > 2000)"")[[""sym"", ""time"", ""bid"", ""ask"", ""bsize"", ""asize"", ""cond"", ""ex""]]"|success|25458099987|25437968798|25475260704||0|0|0|3447
Pandas|memory|nyi|16|Python|pandas|||20|"pd.DataFrame({'avgLiqWMid': [quote.query(""sym == @infreqInstr"").eval(""(bsize * bid + asize * ask) / (asize + bsize)"").dropna().mean()]})"|success|7915435398|7906928696|7936500999||0|0|0|0
Pandas|memory|nyi|16|Python|pandas|||21|"pd.DataFrame({'avgLiqWMid': [quote.query(""sym == @freqInstr"").eval(""(bsize * bid + asize * ask) / (asize + bsize)"").dropna().mean()]})"|success|15710922682|15719562155|15705851675||0|0|0|0
Pandas|memory|nyi|16|Python|pandas|||22|"quote.query(""sym == @infreqInstr"").eval(""LiqWMid=(bsize * bid + asize * ask) / (asize + bsize)"").assign(minute=lambda df: df[""time""].dt.floor('10min')).groupby([""minute"", ""ex""], observed=True).agg(avgLiqWMid=(""LiqWMid"", ""mean"")).reset_index()"|success|7922625248|7905803634|7912413749||0|0|0|4
Pandas|memory|nyi|16|Python|pandas|||23|"quote.query(""sym == @freqInstr"").eval(""LiqWMid=(bsize * bid + asize * ask) / (asize + bsize)"").assign(minute=lambda df: df[""time""].dt.floor('10min')).groupby([""minute"", ""ex""], observed=True).agg(avgLiqWMid=(""LiqWMid"", ""mean"")).reset_index()"|success|16587461410|16567408399|16542687041||0|0|0|20
Pandas|memory|nyi|16|Python|pandas|||24|"quote.query(""sym == @infreqInstr"").eval(""LiqWMid=(bsize * bid + asize * ask) / (asize + bsize)"").assign(minute=lambda df: df[""time""].dt.floor('10min')).groupby([""minute"", ""ex""], observed=True).agg(avgLiqWMid=(""LiqWMid"", ""mean"")).pivot_table(index=""minute"", columns=""ex"", values=""avgLiqWMid"", dropna=False).reset_index()"|success|7887219675|7881605226|7882645889||0|0|0|6
Pandas|memory|nyi|16|Python|pandas|||25|"quote.query(""sym == @freqInstr"").eval(""LiqWMid=(bsize * bid + asize * ask) / (asize + bsize)"").assign(minute=lambda df: df[""time""].dt.floor('10min')).groupby([""minute"", ""ex""], observed=True).agg(avgLiqWMid=(""LiqWMid"", ""mean"")).pivot_table(index=""minute"", columns=""ex"", values=""avgLiqWMid"", dropna=False).reset_index()"|success|16546959761|16503059933|16492693099||0|0|0|13
Pandas|memory|nyi|16|Python|pandas|||26|"quote.query(""sym in @fiftyInstrs"").eval(""LiqWMid=(bsize * bid + asize * ask) / (asize + bsize)"").assign(minute=lambda df: df[""time""].dt.floor('10min')).groupby([""minute"", ""sym""], observed=True).agg(avgLiqWMid=(""LiqWMid"", ""mean"")).pivot_table(index=""minute"", columns=""sym"", values=""avgLiqWMid"", dropna=False).reset_index()"|success|37552135800|37543038876|37547672292||0|0|0|35
Pandas|memory|nyi|16|Python|pandas|||27|"quote.query(""sym in @thousandInfreqInstrs"").eval(""LiqWMid=(bsize * bid + asize * ask) / (asize + bsize)"").assign(minute=lambda df: df[""time""].dt.floor('10min')).groupby([""minute"", ""sym""], observed=True).agg(avgLiqWMid=(""LiqWMid"", ""mean"")).pivot_table(index=""minute"", columns=""sym"", values=""avgLiqWMid"", dropna=False).reset_index()"|success|25616401761|25576182549|25596296542||0|0|0|758
Pandas|memory|nyi|16|Python|pandas|||28|"quote.query(""sym in @fiftyInstrs"").eval(""LiqWMid=(bsize * bid + asize * ask) / (asize + bsize)"").assign(minute=lambda df: df[""time""].dt.floor('10min')).groupby([""minute"", ""sym""], observed=True).agg(avgLiqWMid=(""LiqWMid"", ""mean"")).pivot_table(index=""minute"", columns=""sym"", values=""avgLiqWMid"", dropna=False).ffill().reset_index()"|success|37741593944|37697662178|37691521554||0|0|0|35
Pandas|memory|nyi|16|Python|pandas|||29|"quote.query(""sym in @thousandInfreqInstrs"").eval(""LiqWMid=(bsize * bid + asize * ask) / (asize + bsize)"").assign(minute=lambda df: df[""time""].dt.floor('10min')).groupby([""minute"", ""sym""], observed=True).agg(avgLiqWMid=(""LiqWMid"", ""mean"")).pivot_table(index=""minute"", columns=""sym"", values=""avgLiqWMid"", dropna=False).ffill().reset_index()"|success|25490993402|25472475944|25488414844||0|0|0|758
