solution|storagebackend|compparam|threadcount|runner|engine|format|indexon|idx|query|status|run1timeNS|run2timeNS|run3timeNS|run3memKB|run1ioKB|run2ioKB|run3ioKB|ressizeKB
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|26|.pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in fiftyInstrs|success|216570663|216898680|215917565||0|0|0|46
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|27|.pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in thousandInfreqInstrs|success|203639426|204990220|204600680||0|0|0|996
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|28|fills .pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in fiftyInstrs|success|218187290|215572122|215188041||0|0|0|46
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|29|fills .pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in thousandInfreqInstrs|success|207455791|209424299|207538095||0|0|0|996
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|30|select avgSpread: avg ask - bid by 10 xbar time.minute from quote where sym = infreqInstr|success|113151|58218|54332||0|0|0|1
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|31|select avgSpread: avg ask - bid by 10 xbar time.minute from quote where sym = freqInstr|success|107707241|107947685|107990381||0|0|0|1
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|32|select avgSpread: avg ask - bid by sym, 10 xbar time.minute from quote where sym in fiftyInstrs|success|200465033|200978069|200018907||0|0|0|80
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|33|select avgSpread: avg ask - bid by sym, 10 xbar time.minute from quote where sym in thousandInfreqInstrs|success|124843081|126015295|125237128||0|0|0|1792
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|34|select avgWeightedSpread: (asize + bsize) wavg ask - bid from quote where sym = infreqInstr|success|91478|49706|41382||0|0|0|0
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|35|select avgWeightedSpread: (asize + bsize) wavg ask - bid from quote where sym = freqInstr|success|71889072|71320572|71346792||0|0|0|0
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|36|select avgWeightedSpread: (asize + bsize) wavg ask - bid, devSpread: dev ask - bid, maxSpread: max ask - bid, minSpread: min ask - bid from quote where time within 0D08:30 0D08:35|success|7878041|7777589|7764790||0|0|0|0
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|37|select avgWeightedSpread: (asize + bsize) wavg ask - bid, devSpread: dev ask - bid, maxSpread: max ask - bid, minSpread: min ask - bid by exnames ex from quote where sym=infreqInstr|success|179291|83436|80201||0|0|0|0
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|38|select avgWeightedSpread: (asize + bsize) wavg ask - bid, devSpread: dev ask - bid, maxSpread: max ask - bid, minSpread: min ask - bid by exnames ex from quote where sym=freqInstr|success|248179163|247575800|247785908||0|0|0|1
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|39|select avgWeightedSpread: sizes wavg spread, devSpread: dev spread, maxSpread: max spread, minSpread: min spread by exnames ex from (select ex, sizes: asize + bsize, spread: ask - bid from quote where sym=infreqInstr)|success|171640|107372|93091||0|0|0|0
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|40|select avgWeightedSpread: sizes wavg spread, devSpread: dev spread, maxSpread: max spread, minSpread: min spread by exnames ex from (select ex, sizes: asize + bsize, spread: ask - bid from quote where sym=freqInstr)|success|146731313|146894330|146830303||0|0|0|1
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|41|select avgWeightedSpread: (asize + bsize) wavg ask - bid, devSpread: dev ask - bid, maxSpread: max ask - bid, minSpread: min ask - bid by sym, exnames ex from quote where sym in fiftyInstrs|success|241949196|240905828|239013614||0|0|0|40
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|42|select avgWeightedSpread: (asize + bsize) wavg ask - bid, devSpread: dev ask - bid, maxSpread: max ask - bid, minSpread: min ask - bid by sym, exnames ex from quote where sym in thousandInfreqInstrs|success|139824461|141279553|141035894||0|0|0|640
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|43|select avgWeightedSpread: (asize + bsize) wavg ask - bid, devSpread: dev ask - bid, maxSpread: max ask - bid, minSpread: min ask - bid by exnames ex from quote where shortSaleRestrictionIndicator="0"|success|1407042848|1409522190|1407852964||0|0|0|1
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|44|select distinct sym, ex from trade where size > 700000e|success|3773510|4016718|3668832||0|0|0|9
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|45|select weightedBidPrice: bsize wavg bid, weightedOfferPrice: asize wavg ask by sym from quote where sym in fiftyInstrs|success|11138224|11204815|10057138||0|0|0|1
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|46|select weightedBidPrice: bsize wavg bid, weightedOfferPrice: asize wavg ask by sym from quote where sym in thousandInfreqInstrs|success|3857017|3376479|3310269||0|0|0|24
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|47|select time, 20 mavg price from trade where sym = infreqInstr|success|24577|15012|13941||0|0|0|4
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|48|select time, 20 mavg price from trade where sym = freqInstr|success|10205103|10332505|10342100||0|0|0|32768
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|49|ungroup select time, movingLiqWMid: 5 mavg ((bsize * bid) + asize * ask) % bsize + asize, movingsize: 5 mavg asize + bsize by sym from quote where sym in fiftyInstrs|success|95425047|93657522|96104585||0|0|0|262144
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|50|ungroup select time, movingLiqWMid: 5 mavg ((bsize * bid) + asize * ask) % bsize + asize, movingsize: 5 mavg asize + bsize by sym from quote where sym in thousandInfreqInstrs|success|19082656|17664891|17610808||0|0|0|65536
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|51|select time, sums size from trade where sym = infreqInstr|success|20641|6750|5829||0|0|0|3
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|52|select time, sums size from trade where sym = freqInstr|success|2463668|2376446|2368034||0|0|0|24576
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|53|select time, sums size from trade where ex = "L"|success|3122444|3124759|3364952||0|0|0|192
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|54|update movingvwap:(sums price * size) % sums size by sym from select sym, time, price, size from trade where time within 0D08:00 0D08:15|success|9855023|9291860|9220672||0|0|0|16384
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|55|select time, sums size from trade where ex = "T"|success|28587018|28182054|28110987||0|0|0|196608
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|56|select from trade where size = (max;size) fby ex|success|295200926|292004038|296230053||0|0|0|5
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|57|(update tag:`maxbid from select from quote where sym=infreqInstr, bid=(max; bid) fby ex, time=(min;time) fby ex), update tag: `minask from select from quote where sym=infreqInstr, ask=(min; ask) fby ex, time=(min;time) fby ex|success|171981|99641|86010||0|0|0|3
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|58|(update tag:`maxbid from select from quote where sym=freqInstr, bid=(max; bid) fby ex, time=(min;time) fby ex), update tag: `minask from select from quote where sym=freqInstr, ask=(min; ask) fby ex, time=(min;time) fby ex|success|376516302|377154738|379822735||0|0|0|5
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|59|select from trade where size = (min;size) fby ([] ex;sym)|success|1289469937|1299613086|1301031071||0|0|0|663552
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|60|raze {select from trade where sym=x, size = (min;size) fby ex} peach exec asc distinct sym from trade|success|326149297|319250047|319498543||0|0|0|663552
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|61|ungroup select from (select seqDecr: seq where (<) prior seq by sym from trade) where 0 < count each seqDecr|success|127802099|131460736|128566536||0|0|0|24
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|62|update key[timeBuckets] timeBucket from select cnt: count i, sum size by ex, timeBucket: value[timeBuckets] bin time from trade|success|234913920|234530711|234227261||0|0|0|4
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|63|select cnt: count i, sum size by sym, timeBucket: timeBucketsStep time from trade where not corr=0h|success|5595347|5876522|5735980||0|0|0|104
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|64|select o: first price, h: max price, l: min price, c: last price, s: sum size by sym, 5 xbar time.minute from trade where sym in fiftyInstrs, not null stop|success|16343370|16153564|16289930||0|0|0|128
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|65|select o: first price, h: max price, l: min price, c: last price, s: sum size by sym, 5 xbar time.minute from trade where not null stop, sym in thousandInfreqInstrs|success|38827083|38894355|39344516||0|0|0|1024
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|66|update inbal: (bsize - asize) % bsize + asize from select first asize, first bsize by time.minute from quote where sym = infreqInstr|success|106791|62054|56405||0|0|0|10
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|67|update inbal: (bsize - asize) % bsize + asize from select first asize, first bsize by time.minute from quote where sym = freqInstr|success|121415556|121089002|121064274||0|0|0|20
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|68|select wsumAsk:asize wsum ask, wsumBid: bsize wsum bid, sdevasksize: sdev asize, sdevbid:sdev bid, corPrice:ask cor bid, corSize: asize cor bsize by sym from quote where sym in fiftyInstrs|success|35293706|33889882|36944123||0|0|0|3
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|69|select wsumAsk:asize wsum ask, wsumBid: bsize wsum bid, sdevasksize: sdev asize, sdevbid:sdev bid, corPrice:ask cor bid, corSize: asize cor bsize by sym from quote where sym in thousandInfreqInstrs|success|5495766|5251136|5140699||0|0|0|56
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|70|select from trade where price = (min;price) fby sym|success|792736163|796093844|803576296||0|0|0|20736
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|71|select first price, FirstTime: first time, LastTime: last time, cnt: count size, sum size by pricegroup: sums differ price from trade where sym=infreqInstr|success|52960|19540|15293||0|0|0|4
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|72|select first price, FirstTime: first time, LastTime: last time, cnt: count size, sum size by pricegroup: sums differ price from trade where sym=freqInstr|success|32648243|31900211|31735072||0|0|0|36864
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|73|select first price, FirstTime: first time, LastTime: last time, cnt: count size, sum size by sym, pricegroup:(sums differ@;price) fby sym from trade where sym in fiftyInstrs|success|35558267|34518934|34206901||0|0|0|11264
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|74|select first price, FirstTime: first time, LastTime: last time, cnt: count size, sum size by sym, pricegroup:(sums differ@;price) fby sym from trade where sym in thousandInfreqInstrs|success|25952241|25649473|25932161||0|0|0|5632
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|75|select first price, FirstTime: first time, LastTime: last time, cnt: count size, sum size by sym, pricegroup:(sums differ@;price) fby sym from trade where ex in "LM"|success|30896162|30840868|31066260||0|0|0|5632
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|76|select medMidSize: med (bsize + asize) from quote where sym=infreqInstr|success|85639|53211|45309||0|0|0|0
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|77|select medMidSize: med (bsize + asize) from quote where sym=freqInstr|success|137980071|137213691|136566241||0|0|0|0
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|78|select medSize: med size by ex from trade|success|11226485093|11191208302|11151649072||0|0|0|0
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|79|aj[`sym`time; select sym, time, price, size, stop, cond, ex from trade where sym in fiftyInstrs; select sym, time, bid, ask, bsize, asize, quotecond: cond, quoteex: ex from quote]|success|58959688|56352983|58875680||0|0|0|30208
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|80|aj[`sym`time; select sym, time, price, size, stop, cond, ex from trade where sym in thousandInfreqInstrs; select sym, time, bid, ask, bsize, asize, quotecond: cond, quoteex: ex from quote]|success|49807939|48828156|48319707||0|0|0|15104
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|81|aj[`time; select time, price, size, stop, cond, ex from trade where sym=infreqInstr; select time, bid, ask, bsize, asize, quotecond: cond, quoteex: ex from quote where sym=infreqInstr]|success|144779|104038|92780||0|0|0|13
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|82|aj[`time; select time, price, size, stop, cond, ex from trade where sym=freqInstr; select time, bid, ask, bsize, asize, quotecond: cond, quoteex: ex from quote where sym=freqInstr]|success|128620187|128598965|128808833||0|0|0|104448
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|83|aj[`sym`ex`time; select sym, time, price, size, stop, cond, ex from trade where size>500000i; select sym, time, bid, ask, bsize, asize, quotecond: cond, ex from quote]|success|6008277906|6663855933|6040393252||0|0|0|232
KDB-X|memory|0_0_0|16|KDB-X|q-sql||sym|84|aj[`sym`time; select sym, time, price, size, stop, cond, ex from trade where time within 0D16:20 0D16:30; select sym, time, bid, ask, bsize, asize, quotecond: cond from quote]|success|24424659|20649126|19497814||0|0|0|7424
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|0|load a partition into memory|success|28113129368|||339573958|195489536|||
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|-1|transform|success|0|||0|0|||
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|-2|sort|success|442488173074|||317827581|0|||
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|-3|index|success|4042383964|||135952698|0|||
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|1|select from quote where time<0D8|success|75663713|75372323|76016125||0|0|0|8650752
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|2|select from trade where seq=0i|success|7339681|7678863|7569779||0|0|0|0
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|3|select from trade where 0i<seq, 0e < price, time within 0D 1D, size < 2147483647e|success|548863823|549574026|547283335||0|0|0|21233664
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|4|select from trade where time within 0D10:00:00 0D10:00:10|success|2129218|1731126|1742393||0|0|0|20736
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|5|select from quote where sym = infreqInstr, time within 0D08:30 0D16:30|success|308196|215886|201624||0|0|0|132
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|6|select from quote where sym = freqInstr, time within 0D08:30 0D16:30|success|992899893|987593035|990274376||0|0|0|4325376
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|7|select from quote where time within 0D08:30 0D08:35, sym in fiftyInstrs|success|5329293|5400882|5459540||0|0|0|132
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|8|select from quote where time within 0D08:30 0D08:35, sym in thousandInfreqInstrs|success|6059276|5788326|5739312||0|0|0|264
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|9|select sym, time, price, size, stop, cond, ex from trade where source = "N"|success|124606059|125718009|125879863||0|0|0|2686976
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|10|select time, mid: (bid + ask) %2 from quote where sym = infreqInstr|success|90527|42644|24928||0|0|0|64
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|11|select time, mid: (bid + ask) %2 from quote where sym = freqInstr|success|186196507|185658313|185726596||0|0|0|1048576
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|12|select time, mid: (bid + ask) %2 from select from quote where sym = infreqInstr|success|414277|102455|87652||0|0|0|64
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|13|select time, mid: (bid + ask) %2 from select from quote where sym = freqInstr|success|965329303|982153655|986281593||0|0|0|1048576
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|14|`mid xdesc select time, mid: (bid + ask) %2 from quote where sym = infreqInstr|success|256458|179592|156867||0|0|0|64
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|15|`mid xdesc select time, mid: (bid + ask) %2 from quote where sym = freqInstr|success|952825719|947874737|947217875||0|0|0|1048576
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|16|select sym, time, bid, ask, bsize, asize, cond, ex from quote where sym = infreqInstr|success|155405|34613|33831||0|0|0|136
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|17|select sym, time, bid, ask, bsize, asize, cond, ex from quote where sym = freqInstr|success|393964439|394373597|393664846||0|0|0|2228224
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|18|select sym, time, bid, ask, bsize, asize, cond, ex from quote where sym in fiftyInstrs, 2000i<bsize+asize|success|197538695|200338476|198613199||0|0|0|69632
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|19|select sym, time, bid, ask, bsize, asize, cond, ex from quote where 2000i<bsize+asize, sym in thousandInfreqInstrs|success|1132264223|1131354428|1134266138||0|0|0|4352
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|20|select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize from quote where sym = infreqInstr|success|122185|73491|63235||0|0|0|0
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|21|select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize from quote where sym = freqInstr|success|389777953|388850521|386475723||0|0|0|0
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|22|select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, ex from quote where sym = infreqInstr|success|258831|101514|93331||0|0|0|10
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|23|select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, ex from quote where sym = freqInstr|success|684751328|687711041|687052536||0|0|0|34
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|24|.pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, ex from quote where sym = infreqInstr|success|332953|235696|210758||0|0|0|11
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|25|.pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, ex from quote where sym = freqInstr|success|688090184|688012006|687935731||0|0|0|18
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|26|.pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in fiftyInstrs|success|300560489|297482067|297976514||0|0|0|46
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|27|.pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in thousandInfreqInstrs|success|218977200|215161715|215160964||0|0|0|996
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|28|fills .pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in fiftyInstrs|success|301902045|302175279|299549932||0|0|0|46
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|29|fills .pvt.pivot select avgLiqWMid: avg ((bsize * bid) + asize * ask) % bsize + asize by 10 xbar time.minute, sym from quote where sym in thousandInfreqInstrs|success|215479625|215563812|214838466||0|0|0|996
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|30|select avgSpread: avg ask - bid by 10 xbar time.minute from quote where sym = infreqInstr|success|106421|53631|48623||0|0|0|1
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|31|select avgSpread: avg ask - bid by 10 xbar time.minute from quote where sym = freqInstr|success|320394520|319159643|319283190||0|0|0|1
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|32|select avgSpread: avg ask - bid by sym, 10 xbar time.minute from quote where sym in fiftyInstrs|success|256588453|254818829|252705206||0|0|0|80
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|33|select avgSpread: avg ask - bid by sym, 10 xbar time.minute from quote where sym in thousandInfreqInstrs|success|133312144|134122248|133024570||0|0|0|1792
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|34|select avgWeightedSpread: (asize + bsize) wavg ask - bid from quote where sym = infreqInstr|success|85630|46780|41012||0|0|0|0
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|35|select avgWeightedSpread: (asize + bsize) wavg ask - bid from quote where sym = freqInstr|success|211488845|211534945|211563007||0|0|0|0
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|36|select avgWeightedSpread: (asize + bsize) wavg ask - bid, devSpread: dev ask - bid, maxSpread: max ask - bid, minSpread: min ask - bid from quote where time within 0D08:30 0D08:35|success|12361970|12595844|12359957||0|0|0|0
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|37|select avgWeightedSpread: (asize + bsize) wavg ask - bid, devSpread: dev ask - bid, maxSpread: max ask - bid, minSpread: min ask - bid by exnames ex from quote where sym=infreqInstr|success|176026|87582|78359||0|0|0|0
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|38|select avgWeightedSpread: (asize + bsize) wavg ask - bid, devSpread: dev ask - bid, maxSpread: max ask - bid, minSpread: min ask - bid by exnames ex from quote where sym=freqInstr|success|643207123|646044399|645456592||0|0|0|1
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|39|select avgWeightedSpread: sizes wavg spread, devSpread: dev spread, maxSpread: max spread, minSpread: min spread by exnames ex from (select ex, sizes: asize + bsize, spread: ask - bid from quote where sym=infreqInstr)|success|178089|110247|98499||0|0|0|0
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|40|select avgWeightedSpread: sizes wavg spread, devSpread: dev spread, maxSpread: max spread, minSpread: min spread by exnames ex from (select ex, sizes: asize + bsize, spread: ask - bid from quote where sym=freqInstr)|success|387385758|386941977|389567795||0|0|0|1
KDB-X|memory|0_0_0|4|KDB-X|q-sql||sym|41|select avgWeightedSpread: (asize + bsize) wavg ask - bid, devSpread: dev ask - bid, maxSpread: max ask - bid, minSpread: min ask - bid by sym, exnames ex from quote where sym in fiftyInstrs|success|331982690|329776626|329356041||0|0|0|40
